Review ID,Review Pair ID,Worker ID,Review,Domain,Sentiment Polarity,Truth Value,URL Origin,Length in Bytes,Avg. Quality,Accuracy in Detecting Truthfulness,Avg. Star Rating,Time to Write a Review Pair (sec.),Quality Judgments,Truth vs. Deception Judgments,Star Rating Judgments,Known,Used/Stayed,URL,Plagiarized,Rejected,Cause(s) of Rejection
ID-1307,PID-0654,A1VZEJZU1I0LMG,"The Lafayette may have had a storied past, but it certainly remains a history that it fails to live up to. Apparently this was a grand hotel visited by movie stars who took the only highway south from Hollywood. Now it sits in a seedy neighborhood where we would never dare wander out in at night. After parking the car to check in, I was accosted by two homeless men.<br/><br/>Our room was smaller than what we're accustomed to in newer hotels. It seemed as dated as its history. The charming hotel we thought we had booked turned into a hotel of horrors once we found our bathroom hadn't been thoroughly scrubbed after the previous hirsute guest. Disgusted, we left and shall not return.",Hotels,neg,D,negT,683,3.8,0.2,1.2,1600,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",N,N,http://www.lafayettehotelsd.com/,-,-,-
ID-1215,PID-0608,A2CZJ6FAB34DWJ,"I am not impressed with this hotel. The location is terrible; it was loud all night because it is right off of a main street. There was no wireless internet in the rooms; you have to walk down to the lobby. The price is too high. The room was of average quality, I do not feel that I should pay $100 a night for an average room. At that price I expect something more. There were not many TV channels which made killing time in this small town after business hours a drag.",Hotels,neg,F,self,471,2.5,0.4,1.7,681,"[1, 2, 2, 2, 2, 2, 3, 3, 3, 5]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",Y,Y,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=PKVKYHX,-,-,-
ID-0962,PID-0481,A1Z633F1AKOIDS,"The location and free shuttle to the airport were incredibly convenient. The staff were knowledgeable of the area and very helpful to give me discounted tickets to events happening in San Francisco. The kids enjoyed the heated pool, while I enjoyed the free wi-fi throughout the hotel. The 24-hour on-site restaurant offers delicious meals for anytime of day.",Hotels,pos,F,self,359,2.9,0.3,4.2,1079,"[2, 2, 2, 2, 2, 3, 3, 4, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[2, 4, 4, 4, 4, 4, 5, 5, 5, 5]",Y,Y,http://www.redroof.com/reservations/property-detail.aspx?pid=00228,-,-,-
ID-0693,PID-0347,A3GEP75T9CT457,"I just bought a brand new PC, but the built-in speakers were too low. So I decided I needed a surround sound. Since I spent over 800 bucks for my new PC I didn't want to spend a lot on speakers. I found the Logitech Z 506 5.1 surround sound for 60 bucks and I dove in and bought it. It did not look bad for 60 bucks. When I got home and plugged them into my PC, I was extremely disappointed in the quality of sound and volume. It did not sound like a 5.1 surround sound at all. The 2 rear speakers had a lot of static and sounded lower than my PC's built-in speakers. The sub-woofer overpowered the speakers and that's all I could hear. I immediately returned them and got my money back. This truly explains why they were only 60 bucks.",Electronics,neg,D,posT,736,4.17,0.2,1.5,358,"[0, 0, 0, 0, 4, 4, 4, 4, 4, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",N,N,"http://www.google.com/products/catalog?q=logitech+speakers&hl=en&rlz=1C1PRFA_enUS419US419&prmd=imvnsr&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&ix=sea&ion=1&biw=1680&bih=932&um=1&ie=UTF-8&tbm=shop&cid=2445899993847961650&sa=X&ei=3v1tT41vyImxAv31vJIG&ved=0CI8BEOUNMAE",-,REJECTED,THERE WERE MORE THAN 3 0S IN THE QUALITY TEST
ID-0439,PID-0220,A3E8CMKF1PGR5X,"The 2nd Generation iPad is not without flaws. The quality of the camera pales in comparison to cameras on other devices because it produces fuzzy-like, dark images. Speaking of images, the Photo Stream iCloud allows you to share images from one ios device with another; however, you are not able to erase any images from the Photo Stream. That is a major problem in regards to storage space and sheer discretion (if I want to delete an image, I should have the option to do so!)",Electronics,neg,F,self,478,3.6,0.1,2.3,758,"[3, 3, 3, 3, 3, 4, 4, 4, 4, 5]","[F, T, T, T, T, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 2, 3, 3, 3]",Y,Y,http://www.apple.com/ipad/,-,-,-
ID-1573,PID-0787,A37FTS2NZKWTAH,"This hotel is not at all like the website paints it to be. After trying the food, we had to travel elsewhere for a descent meal. The casino was small, loud, and missing quality machines. The rooms were ok, but not what you'd expect for the money. I'd explore my options.....",Hotels,neg,D,posT,278,2.5,0.5,2.2,669,"[1, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[F, F, F, F, F, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 2, 2, 3, 3]",N,N,http://www.wynnlasvegas.com/,-,-,-
ID-1546,PID-0773,A37JXVE8PSWQV1,"I recently stayed at this fine hotel for my most devent vaction. I must say, this hotel is ny far the most amazing hotel ive ever stayed at. The veiws here were extravagant! The staff was incredibly friendly, and the pool was to die for! i high reccomend staying at this hotel! you wont be sorry",Hotels,pos,D,posT,295,2.8,0.56,4.8,450,"[1, 2, 2, 2, 2, 3, 3, 4, 4, 5]","[0, F, F, F, F, F, T, T, T, T]","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.palaceresorts.com/vallartapalace/,-,-,-
ID-1414,PID-0707,A1IRERLIZP29QP,"This Econo Lodge is very nice! We stayed here for two nights last month. The room was very clean, clean smelling, bright and airy! It was quite spacious, and even had a refridgerator and a microwave in the room. The staff was very friendly and helpful. The bed was comfortable and we slept well! Would recommend to everyone!",Hotels,pos,D,negT,328,2.8,0.3,4.4,527,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 4]","[F, F, F, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 5, 5, 5, 5, 5]",N,N,http://www.econolodge.com/hotel-groton-connecticut-CT094,-,-,-
ID-1326,PID-0663,A15A09BRS1Q8W0,This was a great place to stay for the money. My family and I were in town to go to sea world and this was a wonderful place to rest our feet after a long day. The staff was very friendly and made sure to help us get discounts for our trip to sea world. The place was very kid friendly and we will surely stay here again.,Hotels,pos,D,negT,321,2.5,0.4,4.4,164,"[2, 2, 2, 2, 2, 2, 3, 3, 3, 4]","[F, F, F, F, T, T, T, T, T, T]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]",N,N,http://www.hiexpsandiego.com/location-map.asp,-,-,-
ID-0530,PID-0265,A12FL7OBESS87C,This is a really great product. This grill plate conducts heat evenly and expertly and allows me to cook my meats like never before! The plate cleans nicely as well and retains the meat flavor for other uses. This is a quality George Foreman product and I would recommend this to anyone interested in grilling.,Electronics,pos,D,negT,310,3.56,0.4,4.3,333,"[0, 2, 2, 3, 3, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 4, 5, 5, 5, 5]",Y,N,http://www.georgeforemancooking.com/p-9-george-foreman-next-grilleration-removable-plate-grill.aspx,-,-,-
ID-0607,PID-0304,A3USJ4PN66B5RT,I wish this product had a headphone jack so you could still use your headphones while your ipod is charging.,Electronics,neg,D,negT,108,1.67,0.38,3.12,205,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 4]","[0, 0, F, F, F, T, T, T, T, T]","[0, 0, 3, 3, 3, 3, 3, 3, 3, 4]",Y,N,http://www.amazon.com/gp/product/B0039STTVQ,-,-,-
ID-0284,PID-0142,A2B1N5O73F9MTH,"The Magic Bullet is a rarity amongst infomercial products; it actually does what the commercial claim it will. Though I cannot claim to have used many recipes from the recipe book provided with the blender, I do make a ton of smoothies and milkshakes. The serving size that each blender cup holds is perfect! Just enough for me. You can also cram as much as you want into the cup when you're milkshakes. There's room for ice cream, at least two types of fruit, milk and any other additives you want (cookies, candy bars etc.). Even if filled to the brim, the powerful blades of the Magic Bullet can handle it. The consistency is always awesome. I think I threw out my other blender within a week of buying the Magic Bullet, because it made grainy, watery milkshakes, and my Magic Bullet is capable of SO much more. Couldn't be happier with my purchase!",Electronics,pos,T,self,852,4.1,0.8,5,30,"[3, 3, 4, 4, 4, 4, 4, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.buythebullet.com/,-,-,-
ID-1339,PID-0670,A2R8V56NS8E1SB,This hotel is terrible. It is dated and needs to be torn down. It is an old place that has been repainted way too much as evidenced by the green peeling paint on the roof which reveals an old l orange looking color. Bed was like a rock. I've slept on floors that were softer. Internet didn't work. It rained overnight and it sounded like we were in a tin shed. Stay somewhere else and avoid this place at all costs.,Hotels,neg,D,negT,416,3.1,0.4,1,488,"[2, 2, 2, 3, 3, 3, 4, 4, 4, 4]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",N,N,http://www.astonhotels.com/resort/overview/aston-waikiki-circle-hotel,-,-,-
ID-1322,PID-0661,A354WRS1F50OLY,"This La Quinta was really perfect when we visited Grand Junction. My husband got to play golf, which was arranged by the hotel for him, while I spent the whole afternoon at the outdoor pool and working out in the fitness center. A lot of things were free, too, which you usually have to pay for at other hotels, like high speed Internet, parking and a really good breakfast. We asked for a room with a microwave and refrigerator, and were lucky enough to get one. We walked easily, less than half a mile, to Applebee's, Denny's and a really cool ale house. I'd stay here again, for sure.",Hotels,pos,D,negT,587,3.8,0.1,4.1,551,"[2, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[2, 3, 4, 4, 4, 4, 5, 5, 5, 5]",N,N,http://www.lq.com/lq/properties/propertyProfile.do?propId=970,-,-,-
ID-1309,PID-0655,A162VJ09NZF73C,"While staying at the Hotel Diva, I had an unpleasant experience. While the staff was attentive and the extras were plentiful, the whole effect was ruined when I found that the valet had scratched my bumper while parking my car. When I reported this to the manager, he was very unfriendly and unhelpful with resolving the issue. Nice place, good atmosphere, but the poor customer service i endured is enough to sway my recommendation of this hotel to another location.",Hotels,neg,D,negT,470,2.8,0.2,2.3,34,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 4]","[F, F, T, T, T, T, T, T, T, T]","[1, 2, 2, 2, 2, 2, 3, 3, 3, 3]",N,N,http://www.hoteldiva.com,-,-,-
ID-0892,PID-0446,AOQR8LUSWVS0S,What a great place to stay! Room sizes are just right and the freeway is right next door. To top it off the staff is so friendly and helpful.,Hotels,pos,F,self,141,2.2,0.5,4.6,3641,"[1, 1, 1, 1, 2, 2, 2, 3, 4, 5]","[F, F, F, F, F, T, T, T, T, T]","[3, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.daysinn.com/hotels/texas/austin/days-inn-austin-crossroads/hotel-overview,-,-,-
ID-0780,PID-0390,A2CMC73NTV72B2,"This is an awesome toaster, beautiful quality, and color combination. Works well and toasts bread perfectly!",Electronics,pos,D,posT,109,2.1,0.6,4.2,198,"[1, 1, 1, 2, 2, 2, 3, 3, 3, 3]","[F, F, F, F, F, F, T, T, T, T]","[2, 4, 4, 4, 4, 4, 5, 5, 5, 5]",-1,N,http://www.amazon.com/Kalorik-32206-RS-Fusion-Toaster/dp/B003XPI1PA,-,-,-
ID-0623,PID-0312,A2KF3HWKCTOFKH,"Wow. I have never felt like I've wasted about 30 bucks until now. My air conditioning died and we needed a fan to keep the air circulating but the ""Turbo Force"" is more like ""Turbo Farce."" The fan lacks power, feels cheaply made, and it's shorted out a few times. On top of that, when the fan IS working, the noise is deafening! For thirty bucks, I could have bought a Japanese paper fan and paid my little sister to fan the house.",Electronics,neg,D,negT,431,3,0.5,1.3,839,"[0, 0, 0, 0, 0, 2, 2, 3, 3, 5]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4]",N,N,"http://www.google.com/products/catalog?hl=en&sugexp=frgbld&gs_nf=1&cp=7&gs_id=15&xhr=t&q=room+fans&bav=on.2,or.r_gc.r_pw.r_qf.,cf.osb&biw=1366&bih=664&um=1&ie=UTF-8&tbm=shop&cid=7953743689923355281&sa=X&ei=qX5uT6bNNYaltweIp4ygBg&sqi=2&ved=0CI4BEPMCMAE",-,REJECTED,THERE WERE MORE THAN 3 0S IN THE QUALITY TEST
ID-0026,PID-0013,A3BFJ29LN6YLVQ,"The Nikon D3000 is an excellent entry level DSLR. The state of the art Nikkor 18-55mm lens gives the perfect range for any photographer and there are tons of other compatible lenses should you want to upgrade. All of the automatic features make it easy to slowly transition to manual. I've learned a lot from using the new and improved guide mode. The camera also has an excellent flash that recharges very fast between shots. You can shoot in manual or automatic focus which is excellent for quick shots that you don't have the time to focus. Also, the camera shoots up to 3.2 frames per second when set to consecutive shooting. Great Camera, especially for the money.",Electronics,pos,F,self,669,4.2,0.1,4.6,387,"[3, 3, 3, 4, 4, 5, 5, 5, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Nikon-D3000-Digital-18-55mm-3-5-5-6G/dp/B002JCSV5I/ref=sr_1_1?ie=UTF8&qid=1332736589&sr=8-1,-,-,-
ID-0854,PID-0427,A2GA8TO2HJEU30,I love the convenience of this hotel. It is right off the highway and very affordable. I have never had any problem securing a room.,Hotels,pos,F,self,132,1.75,0.5,4.11,15030,"[0, 0, 1, 1, 1, 1, 2, 2, 3, 3]","[0, 0, F, F, F, F, T, T, T, T]","[0, 3, 4, 4, 4, 4, 4, 4, 5, 5]",Y,Y,http://www.superinnmotelkc.com/,-,-,-
ID-0113,PID-0057,A2V37R7ZGLU9M9,"We bought one of these Eden Pure heaters because so many people had recommended them, said they would heat up to 1000 square feet and save on your electric bill. WRONG. This one could barely heat up ONE ROOM, even when we cranked it up all the way. As for the remote - don't bother. Half the time it didn't work. The fan made a ghastly noise that made the machine sound like it was about to die an excruciating death. For what we paid for it, it was not worth a penny.",Electronics,neg,T,self,474,3.7,0.65,1,352,"[2, 3, 3, 3, 3, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.edenpurestore.com/inc/sdetail/63/411603,-,-,-
ID-1336,PID-0668,A3LNKXG5P4C83A,I travel for business on a fairly regular basis and the Hilton Garden Inn has more then met my expectations. I was looking for a comfortable hotel outside the chaos that is Philadelphia. The location of this Hotel was perfect. I was outside the city which allowed me to relax but was situated close enough that getting into the city was easy.<br/><br/>The staff was very pleasant and answered all questions I had about the area. They even recommended a local restaurant that was fantastic.<br/><br/>The room was clean and a good size. The bed was very comfortable. Plenty of hot water in the morning. I didn't get a chance to use the pool but that too looked clean and well taken care of.<br/><br/>If your looking for a clean and friendly stay just outside Philadelphia give the Hilton Garden Inn a try.,Hotels,pos,D,negT,792,4.33,0.3,4.1,1092,"[-1, 4, 4, 4, 4, 4, 4, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]",N,N,http://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml?ctyhocn=PHLFWGI,-,-,-
